pH,TDS,Turbidity,Temperature,Skin_Risk,Is_Potable
7.24,861,14.52,32.1,Pseudomonas Folliculitis (Hot Tub Rash),0
8.02,127,16.74,27.2,Bacterial / Fungal Infection Risk,0
8.57,1027,17.26,24.1,Eczema / Skin Barrier Damage,0
7.64,1192,6.39,25.5,Safe (No Skin Risk),0
4.06,862,17.06,21.5,Acidic Irritant Contact Dermatitis,0
6.12,1066,0.91,40.0,Safe (No Skin Risk),0
7.37,1013,1.09,29.1,Safe (No Skin Risk),0
4.57,973,12.51,15.4,Acidic Irritant Contact Dermatitis,0
6.28,160,1.36,15.5,Safe (No Skin Risk),0
4.22,1101,6.56,41.3,Acidic Irritant Contact Dermatitis,0
4.51,1047,13.49,21.0,Acidic Irritant Contact Dermatitis,0
6.58,964,6.81,36.8,Safe (No Skin Risk),0
4.86,684,3.67,16.6,Acidic Irritant Contact Dermatitis,0
7.69,753,5.7,39.9,Safe (No Skin Risk),0
8.48,899,9.21,38.6,Severe Xerosis (Dry Skin Risk),0
9.2,60,9.56,30.4,Eczema / Skin Barrier Damage,0
5.3,281,15.68,15.2,Acidic Irritant Contact Dermatitis,0
5.09,494,15.03,22.0,Acidic Irritant Contact Dermatitis,0
4.68,1002,9.19,26.0,Acidic Irritant Contact Dermatitis,0
8.14,660,16.93,27.4,Severe Xerosis (Dry Skin Risk),0
8.59,342,2.37,23.0,Eczema / Skin Barrier Damage,0
4.21,842,5.18,15.9,Acidic Irritant Contact Dermatitis,0
10.09,1003,16.58,30.9,Eczema / Skin Barrier Damage,0
4.34,108,7.62,29.2,Acidic Irritant Contact Dermatitis,0
7.52,1192,19.63,22.6,Bacterial / Fungal Infection Risk,0
8.61,235,9.38,16.0,Eczema / Skin Barrier Damage,0
9.66,179,15.86,41.9,Eczema / Skin Barrier Damage,0
8.64,322,8.11,28.0,Eczema / Skin Barrier Damage,0
9.21,351,8.56,35.4,Eczema / Skin Barrier Damage,0
6.21,785,7.72,27.2,Safe (No Skin Risk),0
9.3,316,14.41,16.2,Eczema / Skin Barrier Damage,0
4.52,100,11.0,23.4,Acidic Irritant Contact Dermatitis,0
9.82,91,18.88,23.6,Eczema / Skin Barrier Damage,0
7.56,192,5.09,37.6,Safe (No Skin Risk),0
9.31,583,2.1,32.7,Eczema / Skin Barrier Damage,0
6.94,606,7.93,22.4,Safe (No Skin Risk),0
8.18,661,12.37,41.1,Severe Xerosis (Dry Skin Risk),0
7.42,353,17.23,23.7,Bacterial / Fungal Infection Risk,0
8.76,846,6.99,42.0,Eczema / Skin Barrier Damage,0
4.53,887,13.11,41.9,Acidic Irritant Contact Dermatitis,0
4.39,136,7.07,20.2,Acidic Irritant Contact Dermatitis,0
5.61,920,12.38,23.4,Bacterial / Fungal Infection Risk,0
5.04,868,17.71,28.1,Acidic Irritant Contact Dermatitis,0
9.67,176,4.7,32.9,Eczema / Skin Barrier Damage,0
5.42,1069,8.14,29.3,Acidic Irritant Contact Dermatitis,0
10.34,1050,19.87,41.2,Eczema / Skin Barrier Damage,0
6.19,148,17.38,34.5,Pseudomonas Folliculitis (Hot Tub Rash),0
5.18,586,11.34,20.7,Acidic Irritant Contact Dermatitis,0
9.13,1102,10.38,17.8,Eczema / Skin Barrier Damage,0
8.28,701,5.76,33.6,Severe Xerosis (Dry Skin Risk),0
7.24,464,10.39,19.3,Bacterial / Fungal Infection Risk,0
7.61,669,16.98,36.3,Pseudomonas Folliculitis (Hot Tub Rash),0
8.67,300,13.73,23.4,Eczema / Skin Barrier Damage,0
5.48,126,5.87,23.8,Acidic Irritant Contact Dermatitis,0
10.48,504,4.11,15.3,Eczema / Skin Barrier Damage,0
10.34,115,5.38,33.9,Eczema / Skin Barrier Damage,0
8.23,510,3.48,18.1,Safe (No Skin Risk),0
5.3,453,2.0,35.9,Acidic Irritant Contact Dermatitis,0
8.42,864,8.44,28.3,Severe Xerosis (Dry Skin Risk),0
4.47,934,2.35,36.2,Acidic Irritant Contact Dermatitis,0
4.2,765,3.52,30.8,Acidic Irritant Contact Dermatitis,0
5.67,496,10.99,17.2,Bacterial / Fungal Infection Risk,0
7.01,692,3.38,35.7,Safe (No Skin Risk),0
9.64,711,1.37,16.9,Eczema / Skin Barrier Damage,0
8.73,534,6.42,27.9,Eczema / Skin Barrier Damage,0
8.83,1108,4.48,19.7,Eczema / Skin Barrier Damage,0
6.77,636,10.35,35.3,Pseudomonas Folliculitis (Hot Tub Rash),0
6.25,489,2.14,39.6,Safe (No Skin Risk),0
6.41,524,15.06,30.0,Bacterial / Fungal Infection Risk,0
10.42,685,18.13,29.2,Eczema / Skin Barrier Damage,0
4.26,659,14.89,35.6,Acidic Irritant Contact Dermatitis,0
9.64,1081,10.7,15.1,Eczema / Skin Barrier Damage,0
7.76,701,17.23,39.8,Pseudomonas Folliculitis (Hot Tub Rash),0
6.85,797,13.93,20.3,Bacterial / Fungal Infection Risk,0
8.71,328,0.31,41.6,Eczema / Skin Barrier Damage,0
7.16,760,7.94,34.9,Safe (No Skin Risk),0
9.68,677,17.03,35.9,Eczema / Skin Barrier Damage,0
9.85,274,6.98,32.7,Eczema / Skin Barrier Damage,0
6.74,455,0.8,27.7,Safe (No Skin Risk),1
5.8,977,14.95,30.4,Bacterial / Fungal Infection Risk,0
7.85,538,16.06,16.3,Bacterial / Fungal Infection Risk,0
9.93,1013,3.3,31.8,Eczema / Skin Barrier Damage,0
5.37,673,10.79,31.9,Acidic Irritant Contact Dermatitis,0
8.05,1059,3.92,39.1,Severe Xerosis (Dry Skin Risk),0
8.11,154,14.41,28.7,Bacterial / Fungal Infection Risk,0
8.77,971,5.5,17.1,Eczema / Skin Barrier Damage,0
4.86,713,6.39,23.3,Acidic Irritant Contact Dermatitis,0
8.65,1074,16.91,32.7,Eczema / Skin Barrier Damage,0
9.91,245,9.58,21.5,Eczema / Skin Barrier Damage,0
5.17,286,13.43,22.6,Acidic Irritant Contact Dermatitis,0
5.54,797,8.11,37.2,Safe (No Skin Risk),0
10.31,1190,6.03,30.8,Eczema / Skin Barrier Damage,0
5.18,186,12.55,28.7,Acidic Irritant Contact Dermatitis,0
9.55,157,3.18,23.6,Eczema / Skin Barrier Damage,0
7.2,451,7.52,34.7,Safe (No Skin Risk),0
5.61,402,4.26,22.8,Safe (No Skin Risk),0
9.66,176,13.95,34.9,Eczema / Skin Barrier Damage,0
6.89,997,18.89,16.9,Bacterial / Fungal Infection Risk,0
7.35,58,19.91,38.3,Pseudomonas Folliculitis (Hot Tub Rash),0
6.34,234,9.06,28.5,Safe (No Skin Risk),0
7.85,369,5.13,26.8,Safe (No Skin Risk),0
5.06,214,8.91,31.5,Acidic Irritant Contact Dermatitis,0
6.54,1041,16.96,31.9,Bacterial / Fungal Infection Risk,0
10.3,488,4.2,18.6,Eczema / Skin Barrier Damage,0
5.68,985,19.05,35.4,Pseudomonas Folliculitis (Hot Tub Rash),0
8.27,180,6.9,22.5,Safe (No Skin Risk),0
6.11,797,19.72,39.4,Pseudomonas Folliculitis (Hot Tub Rash),0
9.03,969,16.79,37.1,Eczema / Skin Barrier Damage,0
4.85,132,16.19,24.3,Acidic Irritant Contact Dermatitis,0
10.3,278,6.43,36.8,Eczema / Skin Barrier Damage,0
6.95,244,0.27,24.6,Safe (No Skin Risk),1
5.53,599,7.7,17.7,Safe (No Skin Risk),0
4.48,284,6.11,41.0,Acidic Irritant Contact Dermatitis,0
5.1,871,0.84,32.6,Acidic Irritant Contact Dermatitis,0
7.38,964,10.16,27.3,Bacterial / Fungal Infection Risk,0
6.19,334,8.12,25.7,Safe (No Skin Risk),0
9.39,679,12.73,23.8,Eczema / Skin Barrier Damage,0
6.8,895,12.46,41.5,Pseudomonas Folliculitis (Hot Tub Rash),0
5.62,56,2.5,18.6,Safe (No Skin Risk),0
8.01,110,19.54,23.5,Bacterial / Fungal Infection Risk,0
8.59,344,3.82,28.1,Eczema / Skin Barrier Damage,0
5.09,1070,8.96,27.9,Acidic Irritant Contact Dermatitis,0
5.09,856,9.81,27.7,Acidic Irritant Contact Dermatitis,0
4.24,1166,16.28,19.7,Acidic Irritant Contact Dermatitis,0
8.79,860,2.07,18.9,Eczema / Skin Barrier Damage,0
8.31,232,8.63,21.9,Safe (No Skin Risk),0
7.09,568,12.61,39.7,Pseudomonas Folliculitis (Hot Tub Rash),0
9.49,210,4.38,18.1,Eczema / Skin Barrier Damage,0
9.24,290,12.59,35.5,Eczema / Skin Barrier Damage,0
7.8,580,18.48,35.5,Pseudomonas Folliculitis (Hot Tub Rash),0
9.64,455,19.95,36.9,Eczema / Skin Barrier Damage,0
5.34,833,0.75,38.9,Acidic Irritant Contact Dermatitis,0
4.73,64,4.79,22.1,Acidic Irritant Contact Dermatitis,0
5.75,707,6.28,21.1,Safe (No Skin Risk),0
4.37,1136,8.04,27.6,Acidic Irritant Contact Dermatitis,0
7.45,671,4.92,22.2,Safe (No Skin Risk),0
10.09,1156,4.15,34.8,Eczema / Skin Barrier Damage,0
4.26,544,19.1,32.2,Acidic Irritant Contact Dermatitis,0
4.79,375,18.38,38.6,Acidic Irritant Contact Dermatitis,0
6.94,464,1.04,17.2,Safe (No Skin Risk),1
10.07,538,6.84,39.7,Eczema / Skin Barrier Damage,0
6.06,986,8.16,22.9,Safe (No Skin Risk),0
7.3,669,4.86,28.2,Safe (No Skin Risk),0
4.27,757,12.61,26.8,Acidic Irritant Contact Dermatitis,0
4.96,378,12.84,35.5,Acidic Irritant Contact Dermatitis,0
10.41,698,17.03,26.3,Eczema / Skin Barrier Damage,0
10.27,1001,14.84,40.5,Eczema / Skin Barrier Damage,0
4.03,468,10.9,39.4,Acidic Irritant Contact Dermatitis,0
10.19,938,13.11,38.5,Eczema / Skin Barrier Damage,0
8.15,178,5.55,16.9,Safe (No Skin Risk),0
9.64,981,11.9,38.1,Eczema / Skin Barrier Damage,0
6.96,581,9.84,36.1,Safe (No Skin Risk),0
7.35,96,2.75,17.8,Safe (No Skin Risk),1
7.18,697,4.93,17.9,Safe (No Skin Risk),0
8.33,474,5.9,17.7,Safe (No Skin Risk),0
4.91,423,18.49,15.3,Acidic Irritant Contact Dermatitis,0
4.19,599,4.68,29.8,Acidic Irritant Contact Dermatitis,0
6.0,233,5.86,41.3,Safe (No Skin Risk),0
8.58,573,7.45,26.8,Eczema / Skin Barrier Damage,0
5.31,557,13.31,29.6,Acidic Irritant Contact Dermatitis,0
8.38,755,2.45,41.1,Severe Xerosis (Dry Skin Risk),0
10.3,790,19.08,21.9,Eczema / Skin Barrier Damage,0
4.61,224,17.32,38.2,Acidic Irritant Contact Dermatitis,0
8.37,331,11.59,29.8,Bacterial / Fungal Infection Risk,0
6.88,771,13.51,30.4,Bacterial / Fungal Infection Risk,0
9.64,155,0.43,24.3,Eczema / Skin Barrier Damage,0
5.15,864,6.85,30.2,Acidic Irritant Contact Dermatitis,0
8.5,1112,15.93,17.0,Severe Xerosis (Dry Skin Risk),0
9.45,724,1.64,35.6,Eczema / Skin Barrier Damage,0
10.14,121,5.72,22.7,Eczema / Skin Barrier Damage,0
8.44,873,11.75,39.0,Severe Xerosis (Dry Skin Risk),0
7.23,372,5.2,24.9,Safe (No Skin Risk),0
8.02,596,18.69,18.9,Bacterial / Fungal Infection Risk,0
9.65,374,2.71,33.8,Eczema / Skin Barrier Damage,0
7.71,571,15.97,19.4,Bacterial / Fungal Infection Risk,0
4.2,260,10.21,35.3,Acidic Irritant Contact Dermatitis,0
10.05,674,15.03,41.1,Eczema / Skin Barrier Damage,0
8.48,362,6.28,36.0,Safe (No Skin Risk),0
8.4,42,10.34,15.6,Bacterial / Fungal Infection Risk,0
5.4,245,17.15,31.2,Acidic Irritant Contact Dermatitis,0
8.28,79,9.39,33.8,Safe (No Skin Risk),0
6.56,98,7.26,37.3,Safe (No Skin Risk),0
8.23,990,10.77,16.5,Severe Xerosis (Dry Skin Risk),0
4.69,613,14.38,28.0,Acidic Irritant Contact Dermatitis,0
8.28,683,8.93,29.5,Severe Xerosis (Dry Skin Risk),0
10.5,882,18.78,19.6,Eczema / Skin Barrier Damage,0
4.31,1185,5.97,23.7,Acidic Irritant Contact Dermatitis,0
10.35,658,9.56,26.9,Eczema / Skin Barrier Damage,0
6.64,135,15.16,37.5,Pseudomonas Folliculitis (Hot Tub Rash),0
9.66,937,13.81,40.1,Eczema / Skin Barrier Damage,0
9.09,1125,17.29,32.0,Eczema / Skin Barrier Damage,0
7.69,600,19.94,25.7,Bacterial / Fungal Infection Risk,0
8.8,944,8.59,21.9,Eczema / Skin Barrier Damage,0
9.71,387,2.31,41.5,Eczema / Skin Barrier Damage,0
6.63,710,0.71,41.5,Safe (No Skin Risk),0
6.13,1187,14.56,40.0,Pseudomonas Folliculitis (Hot Tub Rash),0
8.34,356,17.49,36.2,Pseudomonas Folliculitis (Hot Tub Rash),0
9.25,758,4.49,23.8,Eczema / Skin Barrier Damage,0
8.95,1111,3.25,37.1,Eczema / Skin Barrier Damage,0
9.19,1199,1.34,26.0,Eczema / Skin Barrier Damage,0
6.83,289,16.47,23.8,Bacterial / Fungal Infection Risk,0
9.32,353,6.3,35.1,Eczema / Skin Barrier Damage,0
4.78,846,8.09,17.2,Acidic Irritant Contact Dermatitis,0
7.54,524,10.1,16.3,Bacterial / Fungal Infection Risk,0
4.04,83,16.81,27.1,Acidic Irritant Contact Dermatitis,0
6.11,610,13.05,27.0,Bacterial / Fungal Infection Risk,0
6.38,622,12.34,39.2,Pseudomonas Folliculitis (Hot Tub Rash),0
6.58,1155,3.6,18.4,Safe (No Skin Risk),0
8.52,934,10.31,18.3,Eczema / Skin Barrier Damage,0
6.53,259,14.34,19.0,Bacterial / Fungal Infection Risk,0
6.92,964,19.47,15.8,Bacterial / Fungal Infection Risk,0
5.54,440,4.11,16.9,Safe (No Skin Risk),0
6.43,766,0.29,32.8,Safe (No Skin Risk),0
5.48,1030,1.6,26.7,Acidic Irritant Contact Dermatitis,0
4.48,938,7.58,35.6,Acidic Irritant Contact Dermatitis,0
7.92,897,16.43,41.8,Pseudomonas Folliculitis (Hot Tub Rash),0
8.34,843,0.24,32.8,Severe Xerosis (Dry Skin Risk),0
8.03,529,9.19,16.4,Safe (No Skin Risk),0
7.01,977,6.65,17.8,Safe (No Skin Risk),0
6.47,883,1.14,38.8,Safe (No Skin Risk),0
9.61,306,9.06,29.2,Eczema / Skin Barrier Damage,0
7.37,93,5.17,37.3,Safe (No Skin Risk),0
7.11,567,7.1,38.1,Safe (No Skin Risk),0
4.17,655,14.14,40.0,Acidic Irritant Contact Dermatitis,0
6.22,1122,10.48,40.6,Pseudomonas Folliculitis (Hot Tub Rash),0
6.47,1103,2.58,30.0,Safe (No Skin Risk),0
6.59,994,19.23,24.2,Bacterial / Fungal Infection Risk,0
7.77,425,12.75,41.0,Pseudomonas Folliculitis (Hot Tub Rash),0
7.47,773,15.34,29.8,Bacterial / Fungal Infection Risk,0
7.95,755,1.68,16.7,Safe (No Skin Risk),0
8.97,689,1.04,32.4,Eczema / Skin Barrier Damage,0
9.28,339,0.49,30.9,Eczema / Skin Barrier Damage,0
8.67,434,3.86,39.2,Eczema / Skin Barrier Damage,0
10.21,632,8.35,32.6,Eczema / Skin Barrier Damage,0
4.12,553,18.72,24.4,Acidic Irritant Contact Dermatitis,0
5.27,435,9.2,41.1,Acidic Irritant Contact Dermatitis,0
4.05,410,5.88,36.6,Acidic Irritant Contact Dermatitis,0
8.21,897,11.28,32.0,Severe Xerosis (Dry Skin Risk),0
9.84,830,2.33,22.9,Eczema / Skin Barrier Damage,0
5.58,697,12.23,25.1,Bacterial / Fungal Infection Risk,0
10.03,775,11.41,33.1,Eczema / Skin Barrier Damage,0
4.39,423,15.86,16.9,Acidic Irritant Contact Dermatitis,0
10.07,101,19.74,21.9,Eczema / Skin Barrier Damage,0
6.29,544,5.09,34.3,Safe (No Skin Risk),0
4.66,278,10.24,28.0,Acidic Irritant Contact Dermatitis,0
7.16,234,18.19,25.9,Bacterial / Fungal Infection Risk,0
5.67,717,15.73,19.1,Bacterial / Fungal Infection Risk,0
5.85,100,9.8,26.9,Safe (No Skin Risk),0
6.0,1192,18.91,35.8,Pseudomonas Folliculitis (Hot Tub Rash),0
9.22,1029,1.24,22.1,Eczema / Skin Barrier Damage,0
7.5,724,18.63,15.1,Bacterial / Fungal Infection Risk,0
6.02,195,1.11,33.0,Safe (No Skin Risk),0
7.97,962,10.99,41.3,Pseudomonas Folliculitis (Hot Tub Rash),0
8.65,907,17.82,31.4,Eczema / Skin Barrier Damage,0
5.77,942,5.33,18.2,Safe (No Skin Risk),0
6.69,1038,9.5,23.7,Safe (No Skin Risk),0
4.79,1014,6.55,38.4,Acidic Irritant Contact Dermatitis,0
5.18,427,19.05,21.3,Acidic Irritant Contact Dermatitis,0
8.43,926,16.49,31.4,Severe Xerosis (Dry Skin Risk),0
5.18,877,14.21,25.9,Acidic Irritant Contact Dermatitis,0
7.41,379,11.79,20.6,Bacterial / Fungal Infection Risk,0
8.61,243,16.43,37.0,Eczema / Skin Barrier Damage,0
4.69,200,7.91,35.1,Acidic Irritant Contact Dermatitis,0
7.69,431,9.01,32.9,Safe (No Skin Risk),0
5.67,808,14.63,21.4,Bacterial / Fungal Infection Risk,0
10.26,614,7.22,17.6,Eczema / Skin Barrier Damage,0
7.14,573,1.37,30.6,Safe (No Skin Risk),0
9.24,1133,1.58,29.9,Eczema / Skin Barrier Damage,0
7.58,932,2.4,20.1,Safe (No Skin Risk),0
4.28,444,17.41,16.5,Acidic Irritant Contact Dermatitis,0
8.12,647,9.5,17.2,Severe Xerosis (Dry Skin Risk),0
10.18,867,14.29,41.8,Eczema / Skin Barrier Damage,0
7.91,1183,7.92,36.2,Safe (No Skin Risk),0
9.32,729,5.25,39.9,Eczema / Skin Barrier Damage,0
9.75,941,7.01,20.3,Eczema / Skin Barrier Damage,0
5.48,95,15.9,40.9,Acidic Irritant Contact Dermatitis,0
5.38,405,12.54,18.9,Acidic Irritant Contact Dermatitis,0
7.97,494,18.76,28.7,Bacterial / Fungal Infection Risk,0
6.67,143,13.63,37.4,Pseudomonas Folliculitis (Hot Tub Rash),0
9.46,116,11.45,24.4,Eczema / Skin Barrier Damage,0
9.85,269,12.24,26.5,Eczema / Skin Barrier Damage,0
6.3,370,18.85,18.5,Bacterial / Fungal Infection Risk,0
5.54,932,15.79,18.3,Bacterial / Fungal Infection Risk,0
9.07,727,0.58,31.7,Eczema / Skin Barrier Damage,0
5.79,66,10.73,33.2,Pseudomonas Folliculitis (Hot Tub Rash),0
9.35,338,13.8,36.0,Eczema / Skin Barrier Damage,0
6.75,996,15.0,30.0,Bacterial / Fungal Infection Risk,0
8.34,838,4.34,32.4,Severe Xerosis (Dry Skin Risk),0
4.62,1154,17.36,15.4,Acidic Irritant Contact Dermatitis,0
8.06,519,19.12,19.4,Bacterial / Fungal Infection Risk,0
6.94,612,4.81,41.6,Safe (No Skin Risk),0
7.81,497,17.66,17.1,Bacterial / Fungal Infection Risk,0
5.09,404,2.03,33.3,Acidic Irritant Contact Dermatitis,0
8.79,898,1.21,19.8,Eczema / Skin Barrier Damage,0
9.61,390,2.67,34.4,Eczema / Skin Barrier Damage,0
5.41,292,1.25,34.1,Acidic Irritant Contact Dermatitis,0
4.62,820,16.92,21.3,Acidic Irritant Contact Dermatitis,0
4.15,842,1.28,22.3,Acidic Irritant Contact Dermatitis,0
8.17,1051,5.51,32.7,Severe Xerosis (Dry Skin Risk),0
7.95,498,2.16,25.5,Safe (No Skin Risk),1
7.55,956,5.98,20.3,Safe (No Skin Risk),0
5.51,538,1.9,34.8,Safe (No Skin Risk),0
6.54,989,13.39,19.2,Bacterial / Fungal Infection Risk,0
7.86,547,2.75,38.1,Safe (No Skin Risk),0
7.23,540,17.05,28.9,Bacterial / Fungal Infection Risk,0
10.42,842,16.36,17.9,Eczema / Skin Barrier Damage,0
4.89,637,0.37,33.7,Acidic Irritant Contact Dermatitis,0
8.52,205,17.92,29.0,Eczema / Skin Barrier Damage,0
6.63,501,0.68,23.0,Safe (No Skin Risk),0
6.78,959,4.87,26.4,Safe (No Skin Risk),0
8.66,153,0.74,23.1,Eczema / Skin Barrier Damage,0
8.5,1031,6.78,22.1,Severe Xerosis (Dry Skin Risk),0
10.44,246,10.33,19.4,Eczema / Skin Barrier Damage,0
4.83,554,15.95,24.8,Acidic Irritant Contact Dermatitis,0
4.68,748,6.83,21.8,Acidic Irritant Contact Dermatitis,0
8.71,1188,14.14,33.5,Eczema / Skin Barrier Damage,0
7.76,177,3.83,33.5,Safe (No Skin Risk),1
5.78,378,15.04,28.5,Bacterial / Fungal Infection Risk,0
4.52,576,4.8,36.0,Acidic Irritant Contact Dermatitis,0
4.56,107,2.96,37.7,Acidic Irritant Contact Dermatitis,0
9.81,422,3.79,30.7,Eczema / Skin Barrier Damage,0
5.25,58,3.72,31.7,Acidic Irritant Contact Dermatitis,0
6.1,722,10.31,22.6,Bacterial / Fungal Infection Risk,0
5.47,113,16.91,39.2,Acidic Irritant Contact Dermatitis,0
6.31,612,1.68,15.7,Safe (No Skin Risk),0
4.45,978,14.17,24.4,Acidic Irritant Contact Dermatitis,0
7.37,1111,13.12,34.5,Pseudomonas Folliculitis (Hot Tub Rash),0
4.44,250,17.46,17.2,Acidic Irritant Contact Dermatitis,0
9.2,894,4.96,19.9,Eczema / Skin Barrier Damage,0
5.52,690,9.06,30.9,Safe (No Skin Risk),0
7.51,1033,18.52,30.1,Bacterial / Fungal Infection Risk,0
9.72,734,13.23,35.0,Eczema / Skin Barrier Damage,0
8.23,579,7.84,36.9,Safe (No Skin Risk),0
7.46,940,2.72,18.5,Safe (No Skin Risk),0
6.11,819,5.32,15.5,Safe (No Skin Risk),0
6.16,1176,11.67,33.6,Pseudomonas Folliculitis (Hot Tub Rash),0
8.35,209,14.39,23.1,Bacterial / Fungal Infection Risk,0
10.46,1077,2.58,31.9,Eczema / Skin Barrier Damage,0
8.3,327,12.03,19.1,Bacterial / Fungal Infection Risk,0
7.63,228,11.05,27.7,Bacterial / Fungal Infection Risk,0
8.75,953,10.33,28.6,Eczema / Skin Barrier Damage,0
7.02,733,13.83,30.8,Bacterial / Fungal Infection Risk,0
4.39,927,16.77,28.9,Acidic Irritant Contact Dermatitis,0
7.65,510,6.53,28.4,Safe (No Skin Risk),0
10.22,1138,17.79,24.0,Eczema / Skin Barrier Damage,0
5.14,316,3.3,16.9,Acidic Irritant Contact Dermatitis,0
8.49,979,3.54,17.4,Severe Xerosis (Dry Skin Risk),0
5.31,610,5.41,26.7,Acidic Irritant Contact Dermatitis,0
7.48,896,2.48,24.6,Safe (No Skin Risk),0
4.63,1040,4.68,28.9,Acidic Irritant Contact Dermatitis,0
6.93,497,2.22,23.2,Safe (No Skin Risk),1
8.92,957,16.45,33.6,Eczema / Skin Barrier Damage,0
6.26,872,2.87,38.3,Safe (No Skin Risk),0
8.32,1127,14.97,23.1,Severe Xerosis (Dry Skin Risk),0
9.17,878,1.05,20.2,Eczema / Skin Barrier Damage,0
10.03,232,18.98,18.1,Eczema / Skin Barrier Damage,0
5.53,655,14.25,31.6,Bacterial / Fungal Infection Risk,0
6.6,445,0.24,27.0,Safe (No Skin Risk),1
4.99,982,15.3,20.1,Acidic Irritant Contact Dermatitis,0
10.45,760,10.33,32.6,Eczema / Skin Barrier Damage,0
10.03,132,15.61,19.0,Eczema / Skin Barrier Damage,0
7.51,469,10.5,30.0,Bacterial / Fungal Infection Risk,0
9.47,693,12.86,29.2,Eczema / Skin Barrier Damage,0
7.39,473,15.75,34.8,Pseudomonas Folliculitis (Hot Tub Rash),0
8.05,1175,8.16,16.5,Severe Xerosis (Dry Skin Risk),0
4.58,414,0.15,39.0,Acidic Irritant Contact Dermatitis,0
8.91,1122,17.01,34.0,Eczema / Skin Barrier Damage,0
4.83,1106,7.68,20.8,Acidic Irritant Contact Dermatitis,0
9.37,246,9.97,20.0,Eczema / Skin Barrier Damage,0
9.08,819,0.25,26.7,Eczema / Skin Barrier Damage,0
8.61,1181,9.89,37.1,Eczema / Skin Barrier Damage,0
4.24,571,19.73,37.8,Acidic Irritant Contact Dermatitis,0
5.97,205,5.64,29.1,Safe (No Skin Risk),0
5.71,682,7.97,38.2,Safe (No Skin Risk),0
6.34,129,13.78,15.1,Bacterial / Fungal Infection Risk,0
4.57,1157,16.31,15.9,Acidic Irritant Contact Dermatitis,0
10.09,52,8.41,39.6,Eczema / Skin Barrier Damage,0
7.6,1012,6.26,35.9,Safe (No Skin Risk),0
5.99,844,18.76,27.2,Bacterial / Fungal Infection Risk,0
6.58,984,13.58,35.3,Pseudomonas Folliculitis (Hot Tub Rash),0
6.91,781,2.47,40.8,Safe (No Skin Risk),0
7.9,915,1.47,35.8,Safe (No Skin Risk),0
7.35,699,9.72,37.7,Safe (No Skin Risk),0
9.98,1071,4.48,35.5,Eczema / Skin Barrier Damage,0
7.23,1092,5.15,19.5,Safe (No Skin Risk),0
10.45,335,17.57,37.5,Eczema / Skin Barrier Damage,0
9.53,1025,1.88,20.3,Eczema / Skin Barrier Damage,0
5.36,965,14.34,39.1,Acidic Irritant Contact Dermatitis,0
10.05,679,5.5,27.4,Eczema / Skin Barrier Damage,0
4.76,379,15.23,33.3,Acidic Irritant Contact Dermatitis,0
9.31,667,14.48,28.4,Eczema / Skin Barrier Damage,0
6.47,478,0.25,17.5,Safe (No Skin Risk),0
9.71,981,10.23,22.8,Eczema / Skin Barrier Damage,0
9.64,869,2.87,41.6,Eczema / Skin Barrier Damage,0
9.24,558,17.34,40.9,Eczema / Skin Barrier Damage,0
9.14,1015,17.44,23.7,Eczema / Skin Barrier Damage,0
5.98,1108,8.43,41.9,Safe (No Skin Risk),0
4.53,994,8.94,37.8,Acidic Irritant Contact Dermatitis,0
6.62,991,6.14,31.5,Safe (No Skin Risk),0
5.13,983,14.36,16.1,Acidic Irritant Contact Dermatitis,0
8.52,194,7.24,39.3,Eczema / Skin Barrier Damage,0
6.25,127,5.43,30.1,Safe (No Skin Risk),0
10.34,1136,8.7,38.4,Eczema / Skin Barrier Damage,0
8.17,970,1.92,37.5,Severe Xerosis (Dry Skin Risk),0
9.35,218,14.96,37.5,Eczema / Skin Barrier Damage,0
4.86,251,0.35,33.9,Acidic Irritant Contact Dermatitis,0
9.6,504,12.93,22.9,Eczema / Skin Barrier Damage,0
10.0,670,3.74,24.1,Eczema / Skin Barrier Damage,0
7.17,864,4.72,23.3,Safe (No Skin Risk),0
7.94,646,12.75,15.5,Bacterial / Fungal Infection Risk,0
8.97,924,19.86,30.7,Eczema / Skin Barrier Damage,0
5.14,405,15.58,33.9,Acidic Irritant Contact Dermatitis,0
7.27,315,4.59,38.1,Safe (No Skin Risk),1
6.59,419,3.6,18.8,Safe (No Skin Risk),1
4.95,984,17.34,29.7,Acidic Irritant Contact Dermatitis,0
6.39,1127,8.94,15.2,Safe (No Skin Risk),0
4.44,849,2.83,17.6,Acidic Irritant Contact Dermatitis,0
4.17,964,17.26,16.5,Acidic Irritant Contact Dermatitis,0
4.88,533,16.34,34.6,Acidic Irritant Contact Dermatitis,0
10.26,1161,19.68,17.2,Eczema / Skin Barrier Damage,0
7.57,1134,18.2,34.3,Pseudomonas Folliculitis (Hot Tub Rash),0
10.28,403,17.05,21.7,Eczema / Skin Barrier Damage,0
6.81,609,1.15,38.7,Safe (No Skin Risk),0
6.03,802,2.18,37.0,Safe (No Skin Risk),0
7.29,315,11.42,40.9,Pseudomonas Folliculitis (Hot Tub Rash),0
6.86,89,10.68,38.9,Pseudomonas Folliculitis (Hot Tub Rash),0
4.69,767,9.21,40.2,Acidic Irritant Contact Dermatitis,0
8.17,945,8.0,38.2,Severe Xerosis (Dry Skin Risk),0
